timestamp,name,Battery capacity,electric_vehicle_soc
2024-08-01T00:00:00,Electric_Vehicle_8,80,0.2
2024-08-01T01:00:00,Electric_Vehicle_8,80,0.2
2024-08-01T02:00:00,Electric_Vehicle_8,80,0.2
2024-08-01T03:00:00,Electric_Vehicle_8,80,0.2
2024-08-01T04:00:00,Electric_Vehicle_8,80,0.2
2024-08-01T05:00:00,Electric_Vehicle_8,80,0.36065546
2024-08-01T06:00:00,Electric_Vehicle_8,80,0.52539647
2024-08-01T07:00:00,Electric_Vehicle_8,80,0.69683623
2024-08-01T08:00:00,Electric_Vehicle_8,80,0.8276167
2024-08-01T09:00:00,Electric_Vehicle_8,80,0.8276167
2024-08-01T10:00:00,Electric_Vehicle_8,80,0.6617837
2024-08-01T11:00:00,Electric_Vehicle_8,80,0.77
2024-08-01T12:00:00,Electric_Vehicle_8,80,0.77
2024-08-01T13:00:00,Electric_Vehicle_8,80,0.77
2024-08-01T14:00:00,Electric_Vehicle_8,80,0.77
2024-08-01T15:00:00,Electric_Vehicle_8,80,0.77
2024-08-01T16:00:00,Electric_Vehicle_8,80,0.77
2024-08-01T17:00:00,Electric_Vehicle_8,80,0.77
2024-08-01T18:00:00,Electric_Vehicle_8,80,0.77
2024-08-01T19:00:00,Electric_Vehicle_8,80,0.77
2024-08-01T20:00:00,Electric_Vehicle_8,80,0.77
2024-08-01T21:00:00,Electric_Vehicle_8,80,0.77
2024-08-01T22:00:00,Electric_Vehicle_8,80,0.77
2024-08-01T23:00:00,Electric_Vehicle_8,80,0.77
2024-08-02T00:00:00,Electric_Vehicle_8,80,0.77
2024-08-02T01:00:00,Electric_Vehicle_8,80,0.77
2024-08-02T02:00:00,Electric_Vehicle_8,80,0.77
2024-08-02T03:00:00,Electric_Vehicle_8,80,0.77
2024-08-02T04:00:00,Electric_Vehicle_8,80,0.8278601
2024-08-02T05:00:00,Electric_Vehicle_8,80,0.8278601
2024-08-02T06:00:00,Electric_Vehicle_8,80,0.8278601
2024-08-02T07:00:00,Electric_Vehicle_8,80,0.8278601
2024-08-02T08:00:00,Electric_Vehicle_8,80,0.8278601
2024-08-02T09:00:00,Electric_Vehicle_8,80,0.656725
2024-08-02T10:00:00,Electric_Vehicle_8,80,0.4755223
2024-08-02T11:00:00,Electric_Vehicle_8,80,0.82
2024-08-02T12:00:00,Electric_Vehicle_8,80,0.82
2024-08-02T13:00:00,Electric_Vehicle_8,80,0.82
2024-08-02T14:00:00,Electric_Vehicle_8,80,0.82
2024-08-02T15:00:00,Electric_Vehicle_8,80,0.82
2024-08-02T16:00:00,Electric_Vehicle_8,80,0.82
2024-08-02T17:00:00,Electric_Vehicle_8,80,0.82
2024-08-02T18:00:00,Electric_Vehicle_8,80,0.82
2024-08-02T19:00:00,Electric_Vehicle_8,80,0.82
2024-08-02T20:00:00,Electric_Vehicle_8,80,0.82
2024-08-02T21:00:00,Electric_Vehicle_8,80,0.82
2024-08-02T22:00:00,Electric_Vehicle_8,80,0.82
2024-08-02T23:00:00,Electric_Vehicle_8,80,0.82
2024-08-03T00:00:00,Electric_Vehicle_8,80,0.82
2024-08-03T01:00:00,Electric_Vehicle_8,80,0.82
2024-08-03T02:00:00,Electric_Vehicle_8,80,0.82
2024-08-03T03:00:00,Electric_Vehicle_8,80,0.82
2024-08-03T04:00:00,Electric_Vehicle_8,80,0.82
2024-08-03T05:00:00,Electric_Vehicle_8,80,0.82
2024-08-03T06:00:00,Electric_Vehicle_8,80,0.82
2024-08-03T07:00:00,Electric_Vehicle_8,80,0.82
2024-08-03T08:00:00,Electric_Vehicle_8,80,0.8946616
2024-08-03T09:00:00,Electric_Vehicle_8,80,0.7442363
2024-08-03T10:00:00,Electric_Vehicle_8,80,0.7715005
2024-08-03T11:00:00,Electric_Vehicle_8,80,0.97867835
2024-08-03T12:00:00,Electric_Vehicle_8,80,1.0
2024-08-03T13:00:00,Electric_Vehicle_8,80,0.72092813
2024-08-03T14:00:00,Electric_Vehicle_8,80,0.7959896
2024-08-03T15:00:00,Electric_Vehicle_8,80,0.98218924
2024-08-03T16:00:00,Electric_Vehicle_8,80,1.0
2024-08-03T17:00:00,Electric_Vehicle_8,80,0.77
2024-08-03T18:00:00,Electric_Vehicle_8,80,0.77
2024-08-03T19:00:00,Electric_Vehicle_8,80,0.77
2024-08-03T20:00:00,Electric_Vehicle_8,80,0.77
2024-08-03T21:00:00,Electric_Vehicle_8,80,0.77
2024-08-03T22:00:00,Electric_Vehicle_8,80,0.77
2024-08-03T23:00:00,Electric_Vehicle_8,80,0.77
2024-08-04T00:00:00,Electric_Vehicle_8,80,0.77
2024-08-04T01:00:00,Electric_Vehicle_8,80,0.77
2024-08-04T02:00:00,Electric_Vehicle_8,80,0.77
2024-08-04T03:00:00,Electric_Vehicle_8,80,0.77
2024-08-04T04:00:00,Electric_Vehicle_8,80,0.77
2024-08-04T05:00:00,Electric_Vehicle_8,80,0.77
2024-08-04T06:00:00,Electric_Vehicle_8,80,0.77
2024-08-04T07:00:00,Electric_Vehicle_8,80,0.77
2024-08-04T08:00:00,Electric_Vehicle_8,80,0.77
2024-08-04T09:00:00,Electric_Vehicle_8,80,0.8830867
2024-08-04T10:00:00,Electric_Vehicle_8,80,0.834605
2024-08-04T11:00:00,Electric_Vehicle_8,80,0.500763
2024-08-04T12:00:00,Electric_Vehicle_8,80,0.51455843
2024-08-04T13:00:00,Electric_Vehicle_8,80,0.531218
2024-08-04T14:00:00,Electric_Vehicle_8,80,0.49500087
2024-08-04T15:00:00,Electric_Vehicle_8,80,0.41190788
2024-08-04T16:00:00,Electric_Vehicle_8,80,0.32067287
2024-08-04T17:00:00,Electric_Vehicle_8,80,0.71
2024-08-04T18:00:00,Electric_Vehicle_8,80,0.71
2024-08-04T19:00:00,Electric_Vehicle_8,80,0.71
2024-08-04T20:00:00,Electric_Vehicle_8,80,0.71
2024-08-04T21:00:00,Electric_Vehicle_8,80,0.71
2024-08-04T22:00:00,Electric_Vehicle_8,80,0.71
2024-08-04T23:00:00,Electric_Vehicle_8,80,0.71
2024-08-05T00:00:00,Electric_Vehicle_8,80,0.71
2024-08-05T01:00:00,Electric_Vehicle_8,80,0.71
2024-08-05T02:00:00,Electric_Vehicle_8,80,0.71
2024-08-05T03:00:00,Electric_Vehicle_8,80,0.7678601
2024-08-05T04:00:00,Electric_Vehicle_8,80,0.7678601
2024-08-05T05:00:00,Electric_Vehicle_8,80,0.7678601
2024-08-05T06:00:00,Electric_Vehicle_8,80,0.7678601
2024-08-05T07:00:00,Electric_Vehicle_8,80,0.7678601
2024-08-05T08:00:00,Electric_Vehicle_8,80,0.9194868
2024-08-05T09:00:00,Electric_Vehicle_8,80,0.7861835
2024-08-05T10:00:00,Electric_Vehicle_8,80,0.52742964
2024-08-05T11:00:00,Electric_Vehicle_8,80,0.65082055
2024-08-05T12:00:00,Electric_Vehicle_8,80,0.82906234
2024-08-05T13:00:00,Electric_Vehicle_8,80,0.8669264
2024-08-05T14:00:00,Electric_Vehicle_8,80,0.8755284
2024-08-05T15:00:00,Electric_Vehicle_8,80,0.779519
2024-08-05T16:00:00,Electric_Vehicle_8,80,0.42
2024-08-05T17:00:00,Electric_Vehicle_8,80,0.42
2024-08-05T18:00:00,Electric_Vehicle_8,80,0.42
2024-08-05T19:00:00,Electric_Vehicle_8,80,0.42
2024-08-05T20:00:00,Electric_Vehicle_8,80,0.42
2024-08-05T21:00:00,Electric_Vehicle_8,80,0.42
2024-08-05T22:00:00,Electric_Vehicle_8,80,0.42
2024-08-05T23:00:00,Electric_Vehicle_8,80,0.42
2024-08-06T00:00:00,Electric_Vehicle_8,80,0.42
2024-08-06T01:00:00,Electric_Vehicle_8,80,0.42
2024-08-06T02:00:00,Electric_Vehicle_8,80,0.42
2024-08-06T03:00:00,Electric_Vehicle_8,80,0.54080117
2024-08-06T04:00:00,Electric_Vehicle_8,80,0.66388786
2024-08-06T05:00:00,Electric_Vehicle_8,80,0.79073596
2024-08-06T06:00:00,Electric_Vehicle_8,80,0.88333803
2024-08-06T07:00:00,Electric_Vehicle_8,80,0.88333803
2024-08-06T08:00:00,Electric_Vehicle_8,80,0.66197014
2024-08-06T09:00:00,Electric_Vehicle_8,80,0.6885115
2024-08-06T10:00:00,Electric_Vehicle_8,80,0.80762136
2024-08-06T11:00:00,Electric_Vehicle_8,80,0.6902783
2024-08-06T12:00:00,Electric_Vehicle_8,80,0.721372
2024-08-06T13:00:00,Electric_Vehicle_8,80,0.6979727
2024-08-06T14:00:00,Electric_Vehicle_8,80,0.9171897
2024-08-06T15:00:00,Electric_Vehicle_8,80,1.0
2024-08-06T16:00:00,Electric_Vehicle_8,80,0.56
2024-08-06T17:00:00,Electric_Vehicle_8,80,0.56
2024-08-06T18:00:00,Electric_Vehicle_8,80,0.56
2024-08-06T19:00:00,Electric_Vehicle_8,80,0.56
2024-08-06T20:00:00,Electric_Vehicle_8,80,0.56
2024-08-06T21:00:00,Electric_Vehicle_8,80,0.56
2024-08-06T22:00:00,Electric_Vehicle_8,80,0.56
2024-08-06T23:00:00,Electric_Vehicle_8,80,0.56
2024-08-07T00:00:00,Electric_Vehicle_8,80,0.56
2024-08-07T01:00:00,Electric_Vehicle_8,80,0.56
2024-08-07T02:00:00,Electric_Vehicle_8,80,0.56
2024-08-07T03:00:00,Electric_Vehicle_8,80,0.64842033
2024-08-07T04:00:00,Electric_Vehicle_8,80,0.7375449
2024-08-07T05:00:00,Electric_Vehicle_8,80,0.8278319
2024-08-07T06:00:00,Electric_Vehicle_8,80,0.88860476
2024-08-07T07:00:00,Electric_Vehicle_8,80,0.88860476
2024-08-07T08:00:00,Electric_Vehicle_8,80,0.7312269
2024-08-07T09:00:00,Electric_Vehicle_8,80,0.70164895
2024-08-07T10:00:00,Electric_Vehicle_8,80,0.61297596
2024-08-07T11:00:00,Electric_Vehicle_8,80,0.72152156
2024-08-07T12:00:00,Electric_Vehicle_8,80,0.6513948
2024-08-07T13:00:00,Electric_Vehicle_8,80,0.781757
2024-08-07T14:00:00,Electric_Vehicle_8,80,0.87335485
2024-08-07T15:00:00,Electric_Vehicle_8,80,0.7703449
2024-08-07T16:00:00,Electric_Vehicle_8,80,0.9972806
2024-08-07T17:00:00,Electric_Vehicle_8,80,0.59
2024-08-07T18:00:00,Electric_Vehicle_8,80,0.59
2024-08-07T19:00:00,Electric_Vehicle_8,80,0.59
2024-08-07T20:00:00,Electric_Vehicle_8,80,0.59
2024-08-07T21:00:00,Electric_Vehicle_8,80,0.59
2024-08-07T22:00:00,Electric_Vehicle_8,80,0.59
2024-08-07T23:00:00,Electric_Vehicle_8,80,0.59
2024-08-08T00:00:00,Electric_Vehicle_8,80,0.59
2024-08-08T01:00:00,Electric_Vehicle_8,80,0.59
2024-08-08T02:00:00,Electric_Vehicle_8,80,0.59
2024-08-08T03:00:00,Electric_Vehicle_8,80,0.59
2024-08-08T04:00:00,Electric_Vehicle_8,80,0.59
2024-08-08T05:00:00,Electric_Vehicle_8,80,0.6715337
2024-08-08T06:00:00,Electric_Vehicle_8,80,0.7534216
2024-08-08T07:00:00,Electric_Vehicle_8,80,0.8358946
2024-08-08T08:00:00,Electric_Vehicle_8,80,0.8898022
2024-08-08T09:00:00,Electric_Vehicle_8,80,0.8898022
2024-08-08T10:00:00,Electric_Vehicle_8,80,0.87
2024-08-08T11:00:00,Electric_Vehicle_8,80,0.87
2024-08-08T12:00:00,Electric_Vehicle_8,80,0.87
2024-08-08T13:00:00,Electric_Vehicle_8,80,0.87
2024-08-08T14:00:00,Electric_Vehicle_8,80,0.87
2024-08-08T15:00:00,Electric_Vehicle_8,80,0.87
2024-08-08T16:00:00,Electric_Vehicle_8,80,0.87
2024-08-08T17:00:00,Electric_Vehicle_8,80,0.87
2024-08-08T18:00:00,Electric_Vehicle_8,80,0.87
2024-08-08T19:00:00,Electric_Vehicle_8,80,0.87
2024-08-08T20:00:00,Electric_Vehicle_8,80,0.87
2024-08-08T21:00:00,Electric_Vehicle_8,80,0.87
2024-08-08T22:00:00,Electric_Vehicle_8,80,0.87
2024-08-08T23:00:00,Electric_Vehicle_8,80,0.87
2024-08-09T00:00:00,Electric_Vehicle_8,80,0.87
2024-08-09T01:00:00,Electric_Vehicle_8,80,0.87
2024-08-09T02:00:00,Electric_Vehicle_8,80,0.87
2024-08-09T03:00:00,Electric_Vehicle_8,80,0.87
2024-08-09T04:00:00,Electric_Vehicle_8,80,0.87
2024-08-09T05:00:00,Electric_Vehicle_8,80,0.87
2024-08-09T06:00:00,Electric_Vehicle_8,80,0.87
2024-08-09T07:00:00,Electric_Vehicle_8,80,0.87
2024-08-09T08:00:00,Electric_Vehicle_8,80,0.87
2024-08-09T09:00:00,Electric_Vehicle_8,80,0.87
2024-08-09T10:00:00,Electric_Vehicle_8,80,0.71587044
2024-08-09T11:00:00,Electric_Vehicle_8,80,0.84
2024-08-09T12:00:00,Electric_Vehicle_8,80,0.84
2024-08-09T13:00:00,Electric_Vehicle_8,80,0.84
2024-08-09T14:00:00,Electric_Vehicle_8,80,0.84
2024-08-09T15:00:00,Electric_Vehicle_8,80,0.84
2024-08-09T16:00:00,Electric_Vehicle_8,80,0.84
2024-08-09T17:00:00,Electric_Vehicle_8,80,0.84
2024-08-09T18:00:00,Electric_Vehicle_8,80,0.84
2024-08-09T19:00:00,Electric_Vehicle_8,80,0.84
2024-08-09T20:00:00,Electric_Vehicle_8,80,0.84
2024-08-09T21:00:00,Electric_Vehicle_8,80,0.84
