timestamp,Net Electricity Consumption-kWh,Non-shiftable Load-kWh,Non-shiftable Load Electricity Consumption-kWh,Energy Production from PV-kWh
2024-08-01T00:00:00,0.8525833487510681,0.8525833487510681,0.8525833487510681,-0.0
2024-08-01T01:00:00,0.8959000110626221,0.8959000110626221,0.8959000110626221,-0.0
2024-08-01T02:00:00,0.6284166574478149,0.6284166574478149,0.6284166574478149,-0.0
2024-08-01T03:00:00,0.6011000275611877,0.6011000275611877,0.6011000275611877,-0.0
2024-08-01T04:00:00,0.6397333145141602,0.6397333145141602,0.6397333145141602,-0.0
2024-08-01T05:00:00,0.6550333499908447,0.6550333499908447,0.6550333499908447,-0.0
2024-08-01T06:00:00,1.7441667318344116,1.7929333448410034,1.7929333448410034,-0.048766665160655975
2024-08-01T07:00:00,1.197783350944519,1.4242833852767944,1.4242833852767944,-0.226500004529953
2024-08-01T08:00:00,0.34724998474121094,1.1411666870117188,1.1411666870117188,-0.7939167022705078
2024-08-01T09:00:00,-0.5872668027877808,1.0572166442871094,1.0572166442871094,-1.6444834470748901
2024-08-01T10:00:00,0.7105836868286133,2.6194334030151367,2.6194334030151367,-2.4961166381835938
2024-08-01T11:00:00,-0.6110668182373047,2.566149950027466,2.566149950027466,-3.1772167682647705
2024-08-01T12:00:00,-1.1812331676483154,1.8248666524887085,1.8248666524887085,-3.617166757583618
2024-08-01T13:00:00,-0.5655665397644043,2.0316333770751953,2.0316333770751953,-3.778433084487915
2024-08-01T14:00:00,-1.490800142288208,1.6192500591278076,1.6192500591278076,-3.67561674118042
2024-08-01T15:00:00,0.7211499214172363,2.568866729736328,2.568866729736328,-3.3385167121887207
2024-08-01T16:00:00,0.18085002899169922,2.890016555786133,2.890016555786133,-2.7091665267944336
2024-08-01T17:00:00,-0.01580047607421875,2.957200050354004,2.957200050354004,-1.8539667129516602
2024-08-01T18:00:00,1.6426167488098145,2.520566701889038,2.520566701889038,-0.8779499530792236
2024-08-01T19:00:00,2.1484832763671875,2.246649980545044,2.246649980545044,-0.09816666692495346
2024-08-01T20:00:00,2.827183246612549,2.827183246612549,2.827183246612549,-0.0
2024-08-01T21:00:00,2.2350332736968994,2.2350332736968994,2.2350332736968994,-0.0
2024-08-01T22:00:00,1.4879666566848755,1.4879666566848755,1.4879666566848755,-0.0
2024-08-01T23:00:00,0.9355833530426025,0.9355833530426025,0.9355833530426025,-0.0
2024-08-02T00:00:00,1.0605666637420654,1.0605666637420654,1.0605666637420654,-0.0
2024-08-02T01:00:00,0.8215166926383972,0.8215166926383972,0.8215166926383972,-0.0
2024-08-02T02:00:00,0.7917333245277405,0.7917333245277405,0.7917333245277405,-0.0
2024-08-02T03:00:00,0.4751499891281128,0.4751499891281128,0.4751499891281128,-0.0
2024-08-02T04:00:00,0.9190999865531921,0.9190999865531921,0.9190999865531921,-0.0
2024-08-02T05:00:00,0.5081833600997925,0.5081833600997925,0.5081833600997925,-0.0
2024-08-02T06:00:00,1.3385833501815796,1.392449975013733,1.392449975013733,-0.0538666695356369
2024-08-02T07:00:00,0.452666699886322,0.6901833415031433,0.6901833415031433,-0.23751665651798248
2024-08-02T08:00:00,0.05416667461395264,0.8285666704177856,0.8285666704177856,-0.774399995803833
2024-08-02T09:00:00,-0.9010832905769348,0.7141500115394592,0.7141500115394592,-1.615233302116394
2024-08-02T10:00:00,-0.7600334882736206,0.7720666527748108,0.7720666527748108,-2.433183431625366
2024-08-02T11:00:00,0.7681500911712646,3.1206166744232178,3.1206166744232178,-3.112499952316284
2024-08-02T12:00:00,-2.7543022632598877,2.181649923324585,2.181649923324585,-3.565199851989746
2024-08-02T13:00:00,-0.06313323974609375,2.2646000385284424,2.2646000385284424,-3.7112832069396973
2024-08-02T14:00:00,-1.5572333335876465,2.0672500133514404,2.0672500133514404,-3.624483346939087
