timestamp,Net Electricity Consumption-kWh,Non-shiftable Load-kWh,Non-shiftable Load Electricity Consumption-kWh,Energy Production from PV-kWh
2024-08-01T00:00:00,0.6304500102996826,0.6304500102996826,0.6304500102996826,-0.0
2024-08-01T01:00:00,0.8168666958808899,0.8168666958808899,0.8168666958808899,-0.0
2024-08-01T02:00:00,0.9285333156585693,0.9285333156585693,0.9285333156585693,-0.0
2024-08-01T03:00:00,0.4010666608810425,0.4010666608810425,0.4010666608810425,-0.0
2024-08-01T04:00:00,0.9678500294685364,0.9678500294685364,0.9678500294685364,-0.0
2024-08-01T05:00:00,0.39808332920074463,0.39808332920074463,0.39808332920074463,-0.0
2024-08-01T06:00:00,0.9670000076293945,0.9909499883651733,0.9909499883651733,-0.02395000122487545
2024-08-01T07:00:00,0.8161166310310364,0.9436666369438171,0.9436666369438171,-0.12755000591278076
2024-08-01T08:00:00,1.6173501014709473,2.0174167156219482,2.0174167156219482,-0.40006667375564575
2024-08-01T09:00:00,2.161266803741455,3.1141834259033203,3.1141834259033203,-0.95291668176651
2024-08-01T10:00:00,1.532516598701477,3.101633310317993,3.101633310317993,-1.5691167116165161
2024-08-01T11:00:00,1.5631334781646729,3.6635167598724365,3.6635167598724365,-2.1003832817077637
2024-08-01T12:00:00,1.4880499839782715,3.9636499881744385,3.9636499881744385,-2.475600004196167
2024-08-01T13:00:00,1.9028165340423584,4.583749771118164,4.583749771118164,-2.6809332370758057
2024-08-01T14:00:00,0.312666654586792,3.011233329772949,3.011233329772949,-2.6985666751861572
2024-08-01T15:00:00,-1.1517833471298218,1.4105499982833862,1.4105499982833862,-2.562333345413208
2024-08-01T16:00:00,1.7409999370574951,2.781899929046631,2.781899929046631,-2.192683458328247
2024-08-01T17:00:00,-0.7389333248138428,0.8875666856765747,0.8875666856765747,-1.6265000104904175
2024-08-01T18:00:00,0.018350064754486084,0.038016725331544876,0.038016725331544876,-0.7585999965667725
2024-08-01T19:00:00,2.313349962234497,2.3767499923706055,2.3767499923706055,-0.06340000033378601
2024-08-01T20:00:00,1.7800333499908447,1.7800333499908447,1.7800333499908447,-0.0
2024-08-01T21:00:00,1.899749994277954,1.899749994277954,1.899749994277954,-0.0
2024-08-01T22:00:00,1.3950666189193726,1.3950666189193726,1.3950666189193726,-0.0
2024-08-01T23:00:00,0.4666833281517029,0.4666833281517029,0.4666833281517029,-0.0
2024-08-02T00:00:00,0.4093624949455261,0.4093624949455261,0.4093624949455261,-0.0
2024-08-02T01:00:00,0.41468334197998047,0.41468334197998047,0.41468334197998047,-0.0
2024-08-02T02:00:00,0.40603333711624146,0.40603333711624146,0.40603333711624146,-0.0
2024-08-02T03:00:00,0.40656667947769165,0.40656667947769165,0.40656667947769165,-0.0
2024-08-02T04:00:00,0.41251665353775024,0.41251665353775024,0.41251665353775024,-0.0
2024-08-02T05:00:00,0.38946667313575745,0.38946667313575745,0.38946667313575745,-0.0
2024-08-02T06:00:00,0.3546999990940094,0.3832833468914032,0.3832833468914032,-0.028583334758877754
2024-08-02T07:00:00,1.1289833784103394,1.2727500200271606,1.2727500200271606,-0.14376665651798248
2024-08-02T08:00:00,0.5687000155448914,0.9623166918754578,0.9623166918754578,-0.3936166763305664
2024-08-02T09:00:00,0.38386666774749756,1.3203833103179932,1.3203833103179932,-0.9365166425704956
2024-08-02T10:00:00,1.012799859046936,2.542416572570801,2.542416572570801,-1.5296167135238647
2024-08-02T11:00:00,1.5141499042510986,3.565316677093506,3.565316677093506,-2.0511667728424072
2024-08-02T12:00:00,1.8557167053222656,4.291116714477539,4.291116714477539,-2.4354000091552734
2024-08-02T13:00:00,-1.5647833347320557,1.0600666999816895,1.0600666999816895,-2.624850034713745
2024-08-02T14:00:00,2.370150089263916,3.4659667015075684,3.4659667015075684,-2.660600185394287
2024-08-02T15:00:00,0.7064399719238281,3.4834165573120117,3.4834165573120117,-2.503316640853882
2024-08-02T16:00:00,0.7009665966033936,2.866133451461792,2.866133451461792,-2.1651668548583984
2024-08-02T17:00:00,1.0189331769943237,2.647233247756958,2.647233247756958,-1.6283000707626343
2024-08-02T18:00:00,1.1496000289916992,1.9205000400543213,1.9205000400543213,-0.7709000110626221
2024-08-02T19:00:00,1.819433331489563,1.888283371925354,1.888283371925354,-0.06884999573230743
2024-08-02T20:00:00,1.4274166822433472,1.4274166822433472,1.4274166822433472,-0.0
2024-08-02T21:00:00,0.8223666548728943,0.8223666548728943,0.8223666548728943,-0.0
2024-08-02T22:00:00,0.9139999747276306,0.9139999747276306,0.9139999747276306,-0.0
2024-08-02T23:00:00,1.0543166399002075,1.0543166399002075,1.0543166399002075,-0.0
2024-08-03T00:00:00,0.4478583335876465,0.4478583335876465,0.4478583335876465,-0.0
2024-08-03T01:00:00,0.9440000057220459,0.9440000057220459,0.9440000057220459,-0.0
2024-08-03T02:00:00,0.442466676235199,0.442466676235199,0.442466676235199,-0.0
2024-08-03T03:00:00,0.4369833469390869,0.4369833469390869,0.4369833469390869,-0.0
