timestamp,Net Electricity Consumption-kWh,Self Consumption-kWh,Stored energy by community- kWh,Total Solar Generation-kWh,CO2-kg_co2,Price-$
2024-08-01T00:00:00,31.991467236274055,0.0,0.0,0.0,5.461724264931037,5.267074939303965
2024-08-01T01:00:00,22.829111519486993,0.0,0.0,0.0,3.5914541695739786,3.5951284979496076
2024-08-01T02:00:00,18.41585040291875,0.0,0.0,0.0,2.8452959002662688,2.8237023068535105
2024-08-01T03:00:00,17.658205958087535,0.0,0.0,0.0,2.665415708539019,2.6513795855911324
2024-08-01T04:00:00,29.880794438496523,0.0,0.0,0.0,4.536498406000241,4.4229552036193995
2024-08-01T05:00:00,42.14197152912546,0.0,0.0,0.0,6.6621494765293665,6.2113048911644295
2024-08-01T06:00:00,44.52803451567888,0.0,0.0,-1.2346166837960482,7.232443448156118,6.685884488513693
2024-08-01T07:00:00,42.737418219447136,0.0,0.0,-7.332301709800959,7.338900238275528,6.417023334652185
2024-08-01T08:00:00,43.95167116820812,0.0,1.3133083581924438,-17.236900702118874,9.066279962658882,6.5048475309158675
2024-08-01T09:00:00,19.43449667096138,0.0,2.322224736213684,-29.39596191048622,5.0117264818400145,2.918089684098959
2024-08-01T10:00:00,24.19828772544861,0.0,4.3960041999816895,-40.886786222457886,6.035246927291155,3.511897373944521
2024-08-01T11:00:00,18.865054845809937,0.7214842438697815,3.603856325149536,-49.61093544960022,5.524174518883228,2.3579431790858507
2024-08-01T12:00:00,3.2538422346115112,0.0,4.402316451072693,-55.07773557305336,4.329403506591916,0.45231667160987854
2024-08-01T13:00:00,6.199397921562195,0.0,8.551612079143524,-55.561543583869934,3.4314724262803793,0.8997185687185265
2024-08-01T14:00:00,-13.48681615293026,0.0,4.171039670705795,-52.70167541503906,0.8495854921638966,1.641456037759781e-08
2024-08-01T15:00:00,-6.966551348567009,1.75,7.619979286566377,-46.40066063404083,1.2351496703922749,-1.4435499906539917e-08
2024-08-01T16:00:00,1.5514863654971123,0.7211499214172363,4.922147437930107,-36.476333335042,3.3037084080278873,0.2203265675343573
2024-08-01T17:00:00,6.303078263998032,0.0,2.16466062143445,-23.915015667676926,3.062653699889779,0.8832503650337458
2024-08-01T18:00:00,18.14445366594009,0.31390848755836487,1.311383306980133,-11.05321665853262,4.828137245669495,2.6743109157832805
2024-08-01T19:00:00,25.064790352596134,1.75,0.1367053985595703,-1.061351670883596,6.077872864838579,3.7095890212460443
2024-08-01T20:00:00,30.980661186757267,0.9571166038513184,0.0,0.0,7.546551017812858,4.750264720605795
2024-08-01T21:00:00,30.943995338835897,2.4317994425073266,0.0,0.0,7.449432662939364,4.933401082074781
2024-08-01T22:00:00,25.49584607473222,0.22357092797756195,0.0,0.0,5.845442453669046,4.209109118930163
2024-08-01T23:00:00,18.288383705755656,0.0,0.0,0.0,3.9373926861456052,3.0175833990685135
2024-08-02T00:00:00,18.298268363140608,0.0,0.0,0.0,3.505561503410089,2.817018541087881
2024-08-02T01:00:00,14.130233597497721,0.0,0.0,0.0,2.4404836017748366,2.210392518931906
2024-08-02T02:00:00,9.68720304643768,0.0,0.0,0.0,1.6159929702877456,1.4706143579042639
2024-08-02T03:00:00,9.664550449985846,0.0,0.0,0.0,1.580429859497169,1.4013597724071074
2024-08-02T04:00:00,18.43622905124753,0.0,0.0,0.0,2.996462963707632,2.669197140726024
2024-08-02T05:00:00,15.436571434993837,0.0,0.0,0.0,2.583445178073081,2.3100828081603755
2024-08-02T06:00:00,19.862159771844745,0.0,0.0,-1.286782255396247,3.4157898481935263,3.0454648900195025
2024-08-02T07:00:00,5.64265201240778,0.0,0.0,-7.232864856719971,1.4479465885087848,0.8713947888463736
2024-08-02T08:00:00,2.121099442243576,0.0,1.18975830078125,-16.828797966241837,0.9595609726384282,0.32372220139950514
2024-08-02T09:00:00,-1.4627123177051544,0.0,1.4400715231895447,-28.942450135946274,1.1695114198955707,1.9063008949160576e-08
2024-08-02T10:00:00,13.362297058105469,0.0,4.027963101863861,-39.97572112083435,4.50681259855628,1.9642577394843102
2024-08-02T11:00:00,6.122872710227966,1.75,3.5839885473251343,-48.5912789106369,5.281809851527214,0.7959733828902245
2024-08-02T12:00:00,2.164950132369995,2.166667265817523,5.38645138964057,-53.817678809165955,4.92824699729681,0.27927860245108604
2024-08-02T13:00:00,-4.9896241426467896,0.0,5.154448509216309,-54.56841170787811,3.415189504623413,-5.4016709327697754e-08
2024-08-02T14:00:00,-4.190668076276779,0.0,8.158445335924625,-51.9323308467865,2.8199387416243553,2.2351741790771484e-08
2024-08-02T15:00:00,-13.804760336875916,3.652322467416525,1.6652236934751272,-45.518895626068115,1.0202316045761108,-1.1175870895385742e-08
2024-08-02T16:00:00,4.8764848709106445,0.0,2.9320788830518723,-35.85505568981171,3.4253190755844116,0.7174771968275309
2024-08-02T17:00:00,3.094253733754158,3.3153050541877747,1.0078128576278687,-23.82389572262764,2.0147603205405176,0.4560620377305895
2024-08-02T18:00:00,13.90639795677194,1.5691121071577072,1.8224264979362488,-11.210117094218731,3.435493790912888,2.0810923663478675
2024-08-02T19:00:00,24.45563786046037,3.6962010264396667,0.0,-1.1273166695609689,5.711236017982481,3.7204360246591888
2024-08-02T20:00:00,26.13185111240206,0.8494997620582581,0.0,0.0,5.795001355375813,4.2221231490993745
2024-08-02T21:00:00,22.454900417350316,0.0,0.0,0.0,4.896236244562704,3.817333182708264
2024-08-02T22:00:00,18.535922667517845,0.7734000086784363,0.0,0.0,3.8246037236367094,3.3364661412479766
2024-08-02T23:00:00,20.747738249759458,1.0671401023864746,0.0,0.0,3.9966753081266493,3.6308541463967163
2024-08-03T00:00:00,17.141847498518807,0.0,0.0,0.0,3.0760279932478625,2.8220623137494627
2024-08-03T01:00:00,13.979311652448352,0.0,0.0,0.0,2.306015801068618,2.371869805210336
2024-08-03T02:00:00,21.267778821331838,0.0,0.0,0.0,3.3454522903270227,3.424112310915545
2024-08-03T03:00:00,33.930325753671504,0.0,0.0,0.0,5.395884846509773,5.196429608423774
2024-08-03T04:00:00,24.876293223022714,0.47261151671409607,0.0,0.0,3.903073771947593,3.6568151105792683
2024-08-03T05:00:00,22.09783623690138,0.0,0.0,0.0,3.4778351441731257,3.1944631168564426
2024-08-03T06:00:00,16.278859661309212,0.5227333307266235,0.0,-1.5461572352796793,2.8592799268927322,2.4257129657080965
2024-08-03T07:00:00,7.597186528146267,0.0,0.0,-7.932361733168364,1.8981209199409932,1.177563900477253
2024-08-03T08:00:00,-2.7296199798583984,0.0,2.5322086811065674,-17.249800980091095,0.8686348497867584,-3.725290298461914e-09
2024-08-03T09:00:00,-10.138511717319489,0.0,2.7769227027893066,-28.0375594496727,0.5316713966894895,-2.2118911147117615e-09
2024-08-03T10:00:00,-9.596325933933258,0.0,5.198871669359505,-38.45810055732727,1.2852426525205374,-2.975866664201021e-09
2024-08-03T11:00:00,-24.522366136312485,1.6030217409133911,2.8482814552262425,-50.37342590093613,0.60646777972579,6.2282197177410126e-09
2024-08-03T12:00:00,-19.058032900094986,0.0,8.392673432826996,-54.74970042705536,0.9519662149250507,-9.313225746154785e-09
2024-08-03T13:00:00,-24.348589658737183,1.2401723861694336,3.3391201235353947,-55.92777895927429,0.9694014713168144,4.190951585769653e-09
2024-08-03T14:00:00,-16.58394256234169,0.0,3.863050203770399,-53.13623750209808,1.740550298243761,-7.450580596923828e-09
2024-08-03T15:00:00,-17.027184933423996,2.7602455615997314,1.2726431246846914,-46.50247144699097,0.6487886374816298,2.7939677238464355e-09
2024-08-03T16:00:00,-1.6228811591863632,0.0,1.4008752591907978,-36.510478753596544,2.7078190557658672,1.862645149230957e-09
2024-08-03T17:00:00,5.793832018971443,4.5999497175216675,0.6814881563186646,-24.162723064422607,2.538708880543709,0.7300228359890752
2024-08-03T18:00:00,13.20736344472894,4.832258105278015,0.0,-10.98334576934576,3.907759179212306,1.7037498046001556
2024-08-03T19:00:00,17.331623048870057,4.022308878600597,1.2814997434616089,-0.9100849945098162,4.363642747495838,2.271136000234401
2024-08-03T20:00:00,21.712038066353976,2.3476678440347314,0.0,0.0,5.606643153020096,3.2906763258664347
2024-08-03T21:00:00,24.850679601111594,0.4913538992404938,0.0,0.0,5.910357337522225,4.174914094129804
2024-08-03T22:00:00,25.472239271593544,1.75,0.0,0.0,5.572870259154218,4.483114079520681
2024-08-03T23:00:00,22.856767039656262,0.0,0.0,0.0,4.495585683884343,3.936621075214667
2024-08-04T00:00:00,18.50463910017738,0.6542335227131844,0.0,0.0,3.321154891634329,3.033835545295431
2024-08-04T01:00:00,61.010469030899266,0.0,0.0,0.0,10.387167607363956,10.371779871002456
2024-08-04T02:00:00,33.97752232513158,0.0,0.0,0.0,5.371303830036171,5.467662689216542
2024-08-04T03:00:00,26.187864567632765,0.0,0.0,0.0,4.109776298600995,3.988411738640192
2024-08-04T04:00:00,28.64476267832915,1.7475146055221558,0.0,0.0,4.607409839698697,4.12484556048343
2024-08-04T05:00:00,37.11630964279175,0.0,0.0,0.0,6.224511571228504,5.19628338702023
2024-08-04T06:00:00,40.6517274081707,0.0,0.0,-0.6907744370400906,6.87052546441555,6.0550745986402035
