time_step,name,level,net_electricity_consumption_kwh,net_electricity_consumption_cost,net_electricity_consumption_emission_kgco2,solar_generation_kwh,bess_electricity_consumption_kwh,bess_soc,ev_charger_electricity_consumption_kwh,deferrable_appliance_electricity_consumption_kwh
0,Building_1,building,13.275799751281738,2.185727596282959,2.266503095626831,-0.0,0.0,0.0,11.0,0.0
0,Building_2,building,2.1887500286102295,0.36035579442977905,0.37367305159568787,-0.0,0.0,0.0,0,0
0,Building_3,building,1.0096231761735908e-07,1.6622434984014944e-08,1.723673115350266e-08,-0.0,0.0,0.0,0,0
0,Building_4,building,24.819149017333984,4.086224555969238,4.237234592437744,-0.0,0.0,0.0,22.0,0
0,Building_5,building,8.171433448791504,1.3453447818756104,1.3950631618499756,-0.0,0.0,0.0,7.400000095367432,0
0,Building_6,building,1.4945166110992432,0.24605721235275269,0.2551504671573639,-0.0,0.0,0.0,0,0
0,Building_7,building,11.770716667175293,1.937930703163147,2.0095486640930176,-0.0,0.0,0.0,11.0,0
0,Building_8,building,9.752909591043135e-08,1.6057189355933588e-08,1.6650597345346796e-08,-0.0,0.0,0.0,0,0
0,Building_9,building,0.6304500102996826,0.10379728674888611,0.10763320326805115,-0.0,0.0,0.0,0,0
0,Building_10,building,7.945700168609619,1.3081799745559692,1.35652494430542,-0.0,0.0,0.0,7.400000095367432,0
0,Building_11,building,1.7616833448410034,0.29004353284835815,0.3007623553276062,-0.0,0.0,0.0,0,0
0,Building_12,building,7.400000095367432,1.2183359861373901,1.263360619544983,-0.0,0.0,0.0,7.400000095367432,0
0,Building_13,building,1.7802166938781738,0.2930948734283447,0.3039264380931854,-0.0,0.0,0.0,0,0
0,Building_14,building,0.38223332166671753,0.0629308894276619,0.06525655835866928,-0.0,0.0,0.0,0,0
0,Building_15,building,18.399999618530273,3.0293757915496826,3.141329050064087,-0.0,0.0,0.0,18.40000009536743,0
0,Building_16,building,0.8525833487510681,0.14036931097507477,0.14555679261684418,-0.0,0.0,0.0,0,0
0,Building_17,building,0.918233335018158,0.15117792785167694,0.15676483511924744,-0.0,0.0,0.0,0,0
0,District,district,101.79146565974554,16.758946250276153,17.378287863346042,0.0,0.0,,84.60000038146973,0.0
1,Building_1,building,15.008167266845703,2.3634862899780273,2.3610706329345703,-0.0,0.0,0.0,11.0,3.1570000648498535
1,Building_2,building,1.3706666231155396,0.21585258841514587,0.21563197672367096,-0.0,0.0,0.0,0,0
1,Building_3,building,1.0185241450244575e-07,1.6039718886418086e-08,1.602332488914726e-08,-0.0,0.0,0.0,0,0
1,Building_4,building,23.92816734313965,3.7682077884674072,3.7643566131591797,-0.0,0.0,0.0,22.0,0
1,Building_5,building,7.915883541107178,1.2465933561325073,1.2453193664550781,-0.0,0.0,0.0,7.400000095367432,0
1,Building_6,building,1.185349941253662,0.18666891753673553,0.1864781379699707,-0.0,0.0,0.0,0,0
1,Building_7,building,11.89175033569336,1.8727128505706787,1.870798945426941,-0.0,0.0,0.0,11.0,0
1,Building_8,building,9.918213095261308e-08,1.5619201931826865e-08,1.5603239589268014e-08,-0.0,0.0,0.0,0,0
1,Building_9,building,0.8168666958808899,0.12864017486572266,0.12850870192050934,-0.0,0.0,0.0,0,0
1,Building_10,building,7.950677871704102,1.252072811126709,1.2507930994033813,-0.0,0.0,0.0,7.400000095367432,0
1,Building_11,building,0.6907833218574524,0.10878455638885498,0.10867337882518768,-0.0,0.0,0.0,0,0
1,Building_12,building,7.400000095367432,1.1653519868850708,1.164160966873169,-0.0,0.0,0.0,7.400000095367432,0
1,Building_13,building,1.405750036239624,0.22137752175331116,0.22115126252174377,-0.0,0.0,0.0,0,0
1,Building_14,building,0.3328666687011719,0.05241984501481056,0.05236626788973808,-0.0,0.0,0.0,0,0
1,Building_15,building,18.399999618530273,2.897631883621216,2.8946704864501953,-0.0,0.0,0.0,18.40000009536743,0
1,Building_16,building,0.8959000110626221,0.14108633995056152,0.14094214141368866,-0.0,0.0,0.0,0,0
1,Building_17,building,0.8362833261489868,0.1316978931427002,0.13156330585479736,-0.0,0.0,0.0,0,0
1,District,district,100.02911289768218,15.75258483550838,15.736485315448386,0.0,0.0,,84.60000038146973,3.1570000648498535
2,Building_1,building,11.834600448608398,1.8145992755889893,1.828476071357727,-0.0,0.0,0.0,11.0,0.0
2,Building_2,building,1.1012500524520874,0.16885466873645782,0.1701459437608719,-0.0,0.0,0.0,0,0
2,Building_3,building,1.008351659947948e-07,1.546105643512874e-08,1.557929074635922e-08,-0.0,0.0,0.0,0,0
2,Building_4,building,22.47581672668457,3.4462168216705322,3.4725711345672607,-0.0,0.0,0.0,22.0,0
2,Building_5,building,7.903049945831299,1.2117745876312256,1.2210414409637451,-0.0,0.0,0.0,7.400000095367432,0
2,Building_6,building,1.2106000185012817,0.18562129139900208,0.1870407909154892,-0.0,0.0,0.0,0,0
2,Building_7,building,12.425999641418457,1.9052784442901611,1.9198486804962158,-0.0,0.0,0.0,11.0,0
2,Building_8,building,9.918213095261308e-08,1.5207595183142075e-08,1.532389326541761e-08,-0.0,0.0,0.0,0,0
2,Building_9,building,0.9285333156585693,0.1423720121383667,0.14346076548099518,-0.0,0.0,0.0,0,0
2,Building_10,building,7.733083248138428,1.1857136487960815,1.1947811841964722,-0.0,0.0,0.0,7.400000095367432,0
2,Building_11,building,0.6887500286102295,0.10560604184865952,0.10641364008188248,-0.0,0.0,0.0,0,0
2,Building_12,building,0.8039143085479736,0.12326417863368988,0.12420681864023209,-0.0,0.0,0.0,0.8039141893386841,0
2,Building_13,building,1.1874666213989258,0.18207424879074097,0.18346662819385529,-0.0,0.0,0.0,0,0
2,Building_14,building,0.7353000044822693,0.1127435490489006,0.11360573023557663,-0.0,0.0,0.0,0,0
2,Building_15,building,18.399999618530273,2.8212718963623047,2.8428468704223633,-0.0,0.0,0.0,18.40000009536743,0
2,Building_16,building,0.6284166574478149,0.0963551253080368,0.09709198027849197,-0.0,0.0,0.0,0,0
2,Building_17,building,0.9629833102226257,0.1476542353630066,0.1487833857536316,-0.0,0.0,0.0,0,0
2,District,district,89.0197641465505,13.649400056274807,13.753781096247994,0.0,0.0,,78.00391447544098,0.0
3,Building_1,building,11.838166236877441,1.7775006294250488,1.7869105339050293,-0.0,0.0,0.0,11.0,0.0
3,Building_2,building,0.5432166457176208,0.08156397938728333,0.08199577033519745,-0.0,0.0,0.0,0,0
3,Building_3,building,1.0070800726680318e-07,1.512130687331137e-08,1.52013566179221e-08,-0.0,0.0,0.0,0,0
3,Building_4,building,8.145435333251953,1.2230371236801147,1.2295117378234863,-0.0,0.0,0.0,7.687202453613281,0
3,Building_5,building,7.93595027923584,1.1915829181671143,1.1978909969329834,-0.0,0.0,0.0,7.400000095367432,0
3,Building_6,building,1.5120166540145874,0.22702930867671967,0.22823116183280945,-0.0,0.0,0.0,0,0
3,Building_7,building,11.234550476074219,1.6868677139282227,1.6957978010177612,-0.0,0.0,0.0,11.0,0
3,Building_8,building,9.918213095261308e-08,1.4892196809057623e-08,1.4971034190125465e-08,-0.0,0.0,0.0,0,0
3,Building_9,building,0.4010666608810425,0.06022015959024429,0.06053895503282547,-0.0,0.0,0.0,0,0
3,Building_10,building,3.488593101501465,0.5238122344017029,0.5265852212905884,-0.0,0.0,0.0,3.165937662124634,0
3,Building_11,building,0.633566677570343,0.09513003379106522,0.09563364088535309,-0.0,0.0,0.0,0,0
3,Building_12,building,9.999999406318238e-08,1.501499902190062e-08,1.5094485661393264e-08,-0.0,0.0,0.0,0.0,0
3,Building_13,building,1.1001332998275757,0.16518501937389374,0.1660594791173935,-0.0,0.0,0.0,0,0
3,Building_14,building,2.2219667434692383,0.3336282968521118,0.3353945016860962,-0.0,0.0,0.0,0,0
3,Building_15,building,18.399999618530273,2.7627599239349365,2.777385711669922,-0.0,0.0,0.0,18.40000009536743,0
3,Building_16,building,0.6011000275611877,0.09025517106056213,0.09073296934366226,-0.0,0.0,0.0,0,0
3,Building_17,building,0.8555833101272583,0.12846583127975464,0.12914592027664185,-0.0,0.0,0.0,0,0
3,District,district,68.91134536453018,10.347038388577278,10.401814446416626,0.0,0.0,,58.65314030647278,0.0
4,Building_1,building,10.360713005065918,1.533592700958252,1.5729620456695557,-0.0,0.0,0.0,8.882279396057129,0.0
4,Building_2,building,0.5428333282470703,0.08035019040107727,0.08241288363933563,-0.0,0.0,0.0,0,0
4,Building_3,building,1.0159810415188986e-07,1.503855173723423e-08,1.5424610921854764e-08,-0.0,0.0,0.0,0,0
4,Building_4,building,0.44601666927337646,0.06601938605308533,0.06771419197320938,-0.0,0.0,0.0,0.0,0
4,Building_5,building,6.431665420532227,0.9520151019096375,0.9764546155929565,-0.0,0.0,0.0,5.91904878616333,0
4,Building_6,building,2.5578832626342773,0.37861788272857666,0.38833749294281006,-0.0,0.0,0.0,0,0
4,Building_7,building,2.2822349071502686,0.33781641721725464,0.3464885950088501,-0.0,0.0,0.0,2.0469348430633545,0
4,Building_8,building,9.918213095261308e-08,1.468093913103985e-08,1.5057818103514364e-08,-0.0,0.0,0.0,0,0
4,Building_9,building,0.9678500294685364,0.1432611644268036,0.14693886041641235,-0.0,0.0,0.0,0,0
4,Building_10,building,0.3206000030040741,0.04745521396398544,0.04867345094680786,-0.0,0.0,0.0,0.0,0
4,Building_11,building,0.6768110990524292,0.10018157958984375,0.10275337100028992,-0.0,0.0,0.0,0,0
4,Building_12,building,9.999999406318238e-08,1.4801998737823396e-08,1.5181985446588442e-08,-0.0,0.0,0.0,0.0,0
4,Building_13,building,1.2475666999816895,0.18466481566429138,0.1894054114818573,-0.0,0.0,0.0,0,0
4,Building_14,building,0.8956500291824341,0.13257411122322083,0.13597747683525085,-0.0,0.0,0.0,0,0
4,Building_15,building,18.399999618530273,2.7235679626464844,2.793485641479492,-0.0,0.0,0.0,18.40000009536743,0
