KPI,Building_1,Building_10,Building_11,Building_12,Building_13,Building_14,Building_15,Building_16,Building_17,Building_2,Building_3,Building_4,Building_5,Building_6,Building_7,Building_8,Building_9,District
building_battery_health_capacity_fade_business_as_usual_ratio,0.0007995179107317396,0.0006069892429740043,0.0004584134703936038,0.00032566066254721693,0.000568625585675997,0.00033377958325447876,1.3442697649468371e-07,0.0007248748851586273,0.0005891217789512349,0.0005486195229299773,0.0005180423162194636,0.0006375688610014973,0.0007155367378033906,0.0005219419576264761,0.0006739815315896791,0.0007172164489373245,0.0006417397963712212,
building_battery_health_capacity_fade_delta_to_business_as_usual_ratio,-0.0006735334456085817,-0.00048041876498580716,-0.0003359450659337626,-0.0001985041759591799,-0.0004438131449256699,-0.00020896713901347175,0.00012409201078658616,-0.0005971323862299927,-0.000464309335267421,-0.00042497909912689313,-0.0003938158843236339,-0.0005151004538425652,-0.000592482322214205,-0.0003994735497678259,-0.0005491690884650013,-0.0005924040030656774,-0.0005204434116519441,
building_battery_health_capacity_fade_ratio,0.00012598446512315786,0.0001265704779881971,0.0001224684044598412,0.00012715648658803702,0.00012481244075032705,0.00012481244424100701,0.00012422643776308084,0.00012774249892863465,0.00012481244368381383,0.00012364042380308415,0.00012422643189582971,0.00012246840715893215,0.0001230544155891855,0.0001224684078586502,0.00012481244312467776,0.00012481244587164708,0.00012129638471927717,
building_battery_health_equivalent_full_cycles_business_as_usual_count,79.9199407082051,60.68055872339755,45.83086316008121,32.56078903214075,56.846421661321074,33.3724022883689,0.013442697236314416,72.46126892277971,58.89486874511931,54.84693243924994,51.79084204341052,63.73662214318756,71.52816103363875,52.18060145562049,67.37552818027325,71.69596946216188,64.15342737804167,
building_battery_health_equivalent_full_cycles_count,12.597656599245965,12.65625050291419,12.246094108559191,12.71484394557774,12.480468824505806,12.480469173751771,12.421875805594027,12.77343772817403,12.480469117872417,12.36328165512532,12.421875218860805,12.246094378642738,12.304688044823706,12.246094448491931,12.480469061993062,12.480469336733222,12.128906385041773,
building_battery_health_equivalent_full_cycles_delta_to_business_as_usual_count,-67.32228410895914,-48.02430822048336,-33.58476905152202,-19.845945086563006,-44.36595283681527,-20.89193311461713,12.408433108357713,-59.68783119460568,-46.414399627246894,-42.48365078412462,-39.368966824549716,-51.49052776454482,-59.22347298881505,-39.93450700712856,-54.89505911828019,-59.21550012542866,-52.024520992999896,
building_battery_ratio_to_business_as_usual_capacity_fade_ratio,0.15757553824886,0.20852178099244795,0.26715708060386434,0.39045700390540977,0.21949846066449288,0.37393672502085923,,0.1762269621200633,0.21186187328875736,0.2253664308968912,0.2397997769803855,0.19208655668433677,0.17197497918408405,0.23463989830511733,0.1851867406964257,0.17402340124320556,0.18901178546999753,
building_battery_ratio_to_business_as_usual_charge_ratio,0.16600080303579545,0.21807593511608858,0.27541280132568985,0.40686503881247166,0.2255892494564921,0.3837416190062283,518.6947604304389,0.1826553186025859,0.22101957530912825,0.2318830846048456,0.2471906802059077,0.20009750389158532,0.1808202642031468,0.24095408133021837,0.1941608280404741,0.18022126456220136,0.19480875502063286,
building_battery_ratio_to_business_as_usual_discharge_ratio,0.14801871850685538,0.19740572529470113,0.25706840931200575,0.37096588037838035,0.21234707080367354,0.36208575273654714,,0.16865717556882498,0.20101545811083493,0.21756371555906484,0.2308994533096716,0.1828819739381758,0.16192464910139145,0.22717216963320716,0.17505252458187862,0.16660200454418703,0.18220794864687465,
building_battery_ratio_to_business_as_usual_equivalent_full_cycles_ratio,0.15762845276926749,0.20857175294983105,0.2672019085869098,0.3904955722364996,0.21954713172381884,0.373975749959766,924.0612644341406,0.17627952032949334,0.21191097601192443,0.22541427761377997,0.2398469445321805,0.1921359175754759,0.1720257849078068,0.2346867246999292,0.18523742075312138,0.1740749086783726,0.18906092598247112,
building_battery_ratio_to_business_as_usual_throughput_ratio,0.15762845276926749,0.20857175294983105,0.2672019085869098,0.3904955722364996,0.21954713172381884,0.373975749959766,924.0612644341406,0.17627952032949334,0.21191097601192443,0.22541427761377997,0.2398469445321805,0.1921359175754759,0.1720257849078068,0.2346867246999292,0.18523742075312138,0.1740749086783726,0.18906092598247112,
building_battery_total_charge_business_as_usual_kwh,546.6841292977333,419.5786242336035,324.0590276122093,226.7336676865816,395.63055938482285,234.53282356262207,0.17206652462482452,505.04964008927345,410.59713639318943,384.89226300269365,364.0914080031216,438.5362178757787,489.43633261322975,364.17728900164366,459.67049530148506,503.54769314825535,446.5918470621109,
building_battery_total_charge_delta_to_business_as_usual_kwh,-455.93412482738495,-328.07862339913845,-234.80902302265167,-134.48366518318653,-306.38055843114853,-144.5328181385994,89.07793824374676,-412.79963716864586,-319.8471316844225,-295.64225781708956,-274.0914052017033,-350.78621531277895,-400.9363256394863,-276.42728488892317,-370.42049130797386,-412.7976911216974,-359.5918453335762,
building_battery_total_charge_kwh,90.75000447034836,91.50000083446503,89.25000458955765,92.25000250339508,89.25000095367432,90.00000542402267,89.25000476837158,92.2500029206276,90.75000470876694,89.2500051856041,90.0000028014183,87.75000256299973,88.50000697374344,87.75000411272049,89.2500039935112,90.75000202655792,87.0000017285347,
building_battery_total_discharge_business_as_usual_kwh,476.291111767292,357.1325274258852,262.57602083683014,190.04443192481995,332.0036378800869,192.6339257284999,0.0,422.4546021223068,343.25718354433775,317.1484722197056,298.83137015253305,377.2925455570221,426.1241286173463,303.7344096302986,402.73626540601254,414.16071596741676,374.5720233768225,
