timestamp,Net Electricity Consumption-kWh,Self Consumption-kWh,Stored energy by community- kWh,Total Solar Generation-kWh,CO2-kg_co2,Price-$
2024-08-01T00:00:00,55.43962629617055,0.0,0.0,0.0,9.464897361012401,9.127579654650278
2024-08-01T01:00:00,46.332406125831604,0.0,0.0,0.0,7.288970252460581,7.296427225688014
2024-08-01T02:00:00,41.984610817178094,0.0,0.0,0.0,6.4867296080869075,6.437500276537811
2024-08-01T03:00:00,41.30683477840424,0.0,0.0,0.0,6.23505502231173,6.202221241059484
2024-08-01T04:00:00,42.630542568477,0.0,0.0,0.0,6.4721634618288455,6.310172982431073
2024-08-01T05:00:00,40.06014501048724,0.0,0.0,0.0,6.33303696821881,5.904464460381434
2024-08-01T06:00:00,42.274010479450226,0.0,0.0,-1.2346166837960482,6.8555913195014,6.347442670492455
2024-08-01T07:00:00,40.21560202538967,0.0,0.0,-7.332301709800959,6.678653366863728,6.038372728973627
2024-08-01T08:00:00,27.80118189752102,0.0,0.0,-17.236900702118874,5.725493673642632,4.11457486380823
2024-08-01T09:00:00,3.802901178598404,0.0,0.0,-29.39596191048622,2.0666816160082817,0.571005622856319
2024-08-01T10:00:00,-0.6428467035293579,0.0,0.0,-40.886786222457886,2.1115789990872145,2.8870999813079834e-08
2024-08-01T11:00:00,17.661810755729675,0.0,12.75,-49.61093544960022,5.669511952903122,2.207549763843417
2024-08-01T12:00:00,-16.949028313159943,0.0,0.0,-55.07773557305336,1.2498163785785437,-1.0244548320770264e-08
2024-08-01T13:00:00,-15.317182675004005,0.0,0.0,-55.561543583869934,1.626292459666729,1.2689270079135895e-08
2024-08-01T14:00:00,1.4921484589576721,0.0,12.750000298023224,-52.70167541503906,2.91245642490685,0.2098706839606166
2024-08-01T15:00:00,-0.08653014898300171,0.0,12.750000536441803,-46.40066063404083,2.8040575813502073,-5.4016709327697754e-08
2024-08-01T16:00:00,10.10048896074295,0.0,12.750000536441803,-36.476333335042,4.4963698387146,1.434370453003794
2024-08-01T17:00:00,24.088418841362,0.0,12.750000596046448,-23.915015667676926,6.245738216442987,3.3755101170390844
2024-08-01T18:00:00,29.896979331970215,0.0,12.750000596046448,-11.05321665853262,7.28926643775776,4.406515557784587
2024-08-01T19:00:00,26.67808489070663,0.0,0.0,-1.061351670883596,6.478511568095424,3.948356595787315
2024-08-01T20:00:00,44.817777309003056,0.0,0.0,0.0,10.917121468834052,6.871909679459517
2024-08-01T21:00:00,37.667608620221706,0.0,0.0,0.0,9.068069843035673,6.005346658892822
2024-08-01T22:00:00,29.978422106552905,0.0,0.0,0.0,6.873164402015432,4.949137558274627
2024-08-01T23:00:00,9.76194316148758,12.750000298023224,0.0,0.0,2.7030561342835426,1.6107206663582474
2024-08-02T00:00:00,22.483326380053455,0.0,0.0,0.0,4.307330159698713,3.4613082576722523
