timestamp,name,Battery capacity,electric_vehicle_soc
2024-08-01T00:00:00,Electric_Vehicle_5,90,0.21948345
2024-08-01T01:00:00,Electric_Vehicle_5,90,0.2889669
2024-08-01T02:00:00,Electric_Vehicle_5,90,0.35845032
2024-08-01T03:00:00,Electric_Vehicle_5,90,0.42793375
2024-08-01T04:00:00,Electric_Vehicle_5,90,0.49741718
2024-08-01T05:00:00,Electric_Vehicle_5,90,0.5669006
2024-08-01T06:00:00,Electric_Vehicle_5,90,0.63638407
2024-08-01T07:00:00,Electric_Vehicle_5,90,0.7058675
2024-08-01T08:00:00,Electric_Vehicle_5,90,0.775351
2024-08-01T09:00:00,Electric_Vehicle_5,90,0.88571036
2024-08-01T10:00:00,Electric_Vehicle_5,90,0.78
2024-08-01T11:00:00,Electric_Vehicle_5,90,0.82840514
2024-08-01T12:00:00,Electric_Vehicle_5,90,0.8335811
2024-08-01T13:00:00,Electric_Vehicle_5,90,0.8335811
2024-08-01T14:00:00,Electric_Vehicle_5,90,0.8335811
2024-08-01T15:00:00,Electric_Vehicle_5,90,0.8335811
2024-08-01T16:00:00,Electric_Vehicle_5,90,0.8335811
2024-08-01T17:00:00,Electric_Vehicle_5,90,0.8335811
2024-08-01T18:00:00,Electric_Vehicle_5,90,0.8335811
2024-08-01T19:00:00,Electric_Vehicle_5,90,0.8335811
2024-08-01T20:00:00,Electric_Vehicle_5,90,0.8335811
2024-08-01T21:00:00,Electric_Vehicle_5,90,0.8335811
2024-08-01T22:00:00,Electric_Vehicle_5,90,0.8335811
2024-08-01T23:00:00,Electric_Vehicle_5,90,0.8335811
2024-08-02T00:00:00,Electric_Vehicle_5,90,0.8335811
2024-08-02T01:00:00,Electric_Vehicle_5,90,0.8335811
2024-08-02T02:00:00,Electric_Vehicle_5,90,0.8335811
2024-08-02T03:00:00,Electric_Vehicle_5,90,0.8335811
2024-08-02T04:00:00,Electric_Vehicle_5,90,0.8335811
2024-08-02T05:00:00,Electric_Vehicle_5,90,0.8335811
2024-08-02T06:00:00,Electric_Vehicle_5,90,0.8335811
2024-08-02T07:00:00,Electric_Vehicle_5,90,0.8335811
2024-08-02T08:00:00,Electric_Vehicle_5,90,0.8335811
2024-08-02T09:00:00,Electric_Vehicle_5,90,0.88391316
2024-08-02T10:00:00,Electric_Vehicle_5,90,0.85
2024-08-02T11:00:00,Electric_Vehicle_5,90,0.85
2024-08-02T12:00:00,Electric_Vehicle_5,90,0.85
2024-08-02T13:00:00,Electric_Vehicle_5,90,0.85
2024-08-02T14:00:00,Electric_Vehicle_5,90,0.85
2024-08-02T15:00:00,Electric_Vehicle_5,90,0.85
2024-08-02T16:00:00,Electric_Vehicle_5,90,0.85
2024-08-02T17:00:00,Electric_Vehicle_5,90,0.85
2024-08-02T18:00:00,Electric_Vehicle_5,90,0.85
2024-08-02T19:00:00,Electric_Vehicle_5,90,0.85
2024-08-02T20:00:00,Electric_Vehicle_5,90,0.85
2024-08-02T21:00:00,Electric_Vehicle_5,90,0.85
2024-08-02T22:00:00,Electric_Vehicle_5,90,0.85
2024-08-02T23:00:00,Electric_Vehicle_5,90,0.85
2024-08-03T00:00:00,Electric_Vehicle_5,90,0.85
2024-08-03T01:00:00,Electric_Vehicle_5,90,0.85
2024-08-03T02:00:00,Electric_Vehicle_5,90,0.85
2024-08-03T03:00:00,Electric_Vehicle_5,90,0.85
2024-08-03T04:00:00,Electric_Vehicle_5,90,0.85
2024-08-03T05:00:00,Electric_Vehicle_5,90,0.85
2024-08-03T06:00:00,Electric_Vehicle_5,90,0.85
2024-08-03T07:00:00,Electric_Vehicle_5,90,1.0
2024-08-03T08:00:00,Electric_Vehicle_5,90,0.7492997
2024-08-03T09:00:00,Electric_Vehicle_5,90,0.9457674
2024-08-03T10:00:00,Electric_Vehicle_5,90,0.9007374
2024-08-03T11:00:00,Electric_Vehicle_5,90,1.0
2024-08-03T12:00:00,Electric_Vehicle_5,90,1.0
2024-08-03T13:00:00,Electric_Vehicle_5,90,1.0
2024-08-03T14:00:00,Electric_Vehicle_5,90,0.916799
2024-08-03T15:00:00,Electric_Vehicle_5,90,0.92724407
2024-08-03T16:00:00,Electric_Vehicle_5,90,0.7911398
2024-08-03T17:00:00,Electric_Vehicle_5,90,0.93250984
2024-08-03T18:00:00,Electric_Vehicle_5,90,0.8248397
2024-08-03T19:00:00,Electric_Vehicle_5,90,0.9480409
2024-08-03T20:00:00,Electric_Vehicle_5,90,1.0
2024-08-03T21:00:00,Electric_Vehicle_5,90,0.09
2024-08-03T22:00:00,Electric_Vehicle_5,90,0.21948345
2024-08-03T23:00:00,Electric_Vehicle_5,90,0.2889669
2024-08-04T00:00:00,Electric_Vehicle_5,90,0.35845032
2024-08-04T01:00:00,Electric_Vehicle_5,90,0.42793375
2024-08-04T02:00:00,Electric_Vehicle_5,90,0.49741718
2024-08-04T03:00:00,Electric_Vehicle_5,90,0.5669006
2024-08-04T04:00:00,Electric_Vehicle_5,90,0.63638407
2024-08-04T05:00:00,Electric_Vehicle_5,90,0.7058675
2024-08-04T06:00:00,Electric_Vehicle_5,90,0.775351
2024-08-04T07:00:00,Electric_Vehicle_5,90,0.6808909
2024-08-04T08:00:00,Electric_Vehicle_5,90,0.6072678
2024-08-04T09:00:00,Electric_Vehicle_5,90,0.68829733
2024-08-04T10:00:00,Electric_Vehicle_5,90,0.4129784
2024-08-04T11:00:00,Electric_Vehicle_5,90,0.53081334
2024-08-04T12:00:00,Electric_Vehicle_5,90,0.318488
2024-08-04T13:00:00,Electric_Vehicle_5,90,0.347609
2024-08-04T14:00:00,Electric_Vehicle_5,90,0.27558938
2024-08-04T15:00:00,Electric_Vehicle_5,90,0.23954739
2024-08-04T16:00:00,Electric_Vehicle_5,90,0.27738896
2024-08-04T17:00:00,Electric_Vehicle_5,90,0.3493255
2024-08-04T18:00:00,Electric_Vehicle_5,90,0.42711282
2024-08-04T19:00:00,Electric_Vehicle_5,90,0.27825722
